mgi_symbol	ensembl_gene_id
Per2	ENSMUSG00000055866
Per3	ENSMUSG00000028957
Pex1	ENSMUSG00000005907
Pex10	ENSMUSG00000029047
Pex11b	ENSMUSG00000028102
Pex14	ENSMUSG00000028975
Pex16	ENSMUSG00000027222
Pex19	ENSMUSG00000003464
Pex2	ENSMUSG00000040374
Pex5l	ENSMUSG00000027674
Pf4	ENSMUSG00000029373
Pfdn2	ENSMUSG00000006412
Pfdn4	ENSMUSG00000052033
Pfkfb2	ENSMUSG00000026409
Pfkfb3	ENSMUSG00000026773
Pfn2	ENSMUSG00000027805
Pgam5	ENSMUSG00000029500
Pgap1	ENSMUSG00000073678
Pgd	ENSMUSG00000028961
Pgk1	ENSMUSG00000062070
Pgm1	ENSMUSG00000025791
Pgm1	ENSMUSG00000116466
Pgm2	ENSMUSG00000029171
Pgrmc1	ENSMUSG00000006373
Pgrmc2	ENSMUSG00000049940
Phactr3	ENSMUSG00000027525
Phactr4	ENSMUSG00000066043
Phc2	ENSMUSG00000028796
Phc3	ENSMUSG00000037652
Phf13	ENSMUSG00000047777
Phf20	ENSMUSG00000038116
Phf21a	ENSMUSG00000058318
Phf24	ENSMUSG00000036062
Phf3	ENSMUSG00000048874
Phf6	ENSMUSG00000025626
Phf8	ENSMUSG00000041229
Phgdh	ENSMUSG00000053398
Phka1	ENSMUSG00000034055
Phka2	ENSMUSG00000031295
Phkg1	ENSMUSG00000025537
Phlda3	ENSMUSG00000041801
Phlpp1	ENSMUSG00000044340
Phospho2	ENSMUSG00000027088
Phpt1	ENSMUSG00000036504
Phtf1	ENSMUSG00000058388
Phtf1os	ENSMUSG00000089998
Phtf2	ENSMUSG00000039987
Phyh	ENSMUSG00000026664
Pi4k2b	ENSMUSG00000029186
Pi4kb	ENSMUSG00000038861
Pias3	ENSMUSG00000028101
Pid1	ENSMUSG00000045658
Pifo	ENSMUSG00000010136
Piga	ENSMUSG00000031381
Pigc	ENSMUSG00000026698
Pigg	ENSMUSG00000029263
Pigk	ENSMUSG00000039047
Pigm	ENSMUSG00000050229
Pign	ENSMUSG00000056536
Pigo	ENSMUSG00000028454
Pigt	ENSMUSG00000017721
Pigu	ENSMUSG00000038383
Pigv	ENSMUSG00000043257
Pik3c2b	ENSMUSG00000026447
Pik3ca	ENSMUSG00000027665
Pik3cd	ENSMUSG00000039936
Pik3r3	ENSMUSG00000028698
Pikfyve	ENSMUSG00000025949
Pim2	ENSMUSG00000031155
Pin4	ENSMUSG00000079480
Pink1	ENSMUSG00000028756
Pip4k2a	ENSMUSG00000026737
Pip5k1a	ENSMUSG00000028126
Pir	ENSMUSG00000031379
Pisd	ENSMUSG00000023452
Pithd1	ENSMUSG00000028669
Pitpnb	ENSMUSG00000050017
Pitpnm2	ENSMUSG00000029406
Pja1	ENSMUSG00000034403
Pjvk	ENSMUSG00000075267
Pkd2	ENSMUSG00000034462
Pkia	ENSMUSG00000027499
Pkig	ENSMUSG00000035268
Pkn2	ENSMUSG00000004591
Pkp4	ENSMUSG00000026991
Pla2g12a	ENSMUSG00000027999
Pla2r1	ENSMUSG00000054580
Plaa	ENSMUSG00000028577
Plag1	ENSMUSG00000003282
Plagl2	ENSMUSG00000051413
Plbd2	ENSMUSG00000029598
Plcb1	ENSMUSG00000051177
Plcb4	ENSMUSG00000039943
Plcd4	ENSMUSG00000026173
Plcg1	ENSMUSG00000016933
Plch1	ENSMUSG00000036834
Plch2	ENSMUSG00000029055
Plcl1	ENSMUSG00000038349
Pld1	ENSMUSG00000027695
Pld5	ENSMUSG00000055214
Plekha3	ENSMUSG00000002733
Plekha6	ENSMUSG00000041757
Plekhb2	ENSMUSG00000026123
Plekhf2	ENSMUSG00000049969
Plekhg5	ENSMUSG00000039713
Plekhm2	ENSMUSG00000028917
Plekhm3	ENSMUSG00000051344
Plekhn1	ENSMUSG00000078485
Plekho1	ENSMUSG00000015745
Plin2	ENSMUSG00000028494
Plk3	ENSMUSG00000028680
Plk4	ENSMUSG00000025758
Plk4	ENSMUSG00000116326
Plod1	ENSMUSG00000019055
Plp1	ENSMUSG00000031425
Plp2	ENSMUSG00000031146
Plpp3	ENSMUSG00000028517
Plpp7	ENSMUSG00000051373
Plppr1	ENSMUSG00000063446
Plppr4	ENSMUSG00000044667
Plppr5	ENSMUSG00000033342
Plrg1	ENSMUSG00000027998
Pls3	ENSMUSG00000016382
Pltp	ENSMUSG00000017754
Plxdc2	ENSMUSG00000026748
Plxna2	ENSMUSG00000026640
Plxna3	ENSMUSG00000031398
Pmepa1	ENSMUSG00000038400
Pmf1	ENSMUSG00000028066
Pmpca	ENSMUSG00000026926
Pmpcb	ENSMUSG00000029017
Pmvk	ENSMUSG00000027952
Pnck	ENSMUSG00000002012
Pnisr	ENSMUSG00000028248
Pnkd	ENSMUSG00000026179
Pnma3	ENSMUSG00000046287
Pnpla7	ENSMUSG00000036833
Pnrc1	ENSMUSG00000040128
Pnrc2	ENSMUSG00000028675
Pofut1	ENSMUSG00000046020
Pogk	ENSMUSG00000040596
Pogz	ENSMUSG00000038902
Pola1	ENSMUSG00000006678
Pole3	ENSMUSG00000028394
Polr1b	ENSMUSG00000027395
Polr1e	ENSMUSG00000028318
Polr2b	ENSMUSG00000029250
Polr2j	ENSMUSG00000039771
Polr3c	ENSMUSG00000028099
Polr3f	ENSMUSG00000027427
Polr3gl	ENSMUSG00000028104
Polr3k	ENSMUSG00000038628
Pom121	ENSMUSG00000053293
Pomgnt1	ENSMUSG00000028700
Pomt1	ENSMUSG00000039254
Pop5	ENSMUSG00000060152
Por	ENSMUSG00000005514
Porcn	ENSMUSG00000031169
Postn	ENSMUSG00000027750
Pou2f1	ENSMUSG00000026565
Pou3f1	ENSMUSG00000090125
Pou3f2	ENSMUSG00000095139
Ppa2	ENSMUSG00000028013
Ppargc1a	ENSMUSG00000029167
Ppat	ENSMUSG00000029246
Ppcs	ENSMUSG00000028636
Ppdpf	ENSMUSG00000016344
Ppef1	ENSMUSG00000062168
Ppfia4	ENSMUSG00000026458
Ppid	ENSMUSG00000027804
Ppie	ENSMUSG00000028651
Ppig	ENSMUSG00000042133
Ppih	ENSMUSG00000060288
Ppil3	ENSMUSG00000026035
Ppip5k1	ENSMUSG00000033526
Ppip5k2	ENSMUSG00000040648
Ppm1g	ENSMUSG00000029147
Ppm1j	ENSMUSG00000002228
Ppm1l	ENSMUSG00000027784
Ppox	ENSMUSG00000062729
Ppp1cb	ENSMUSG00000014956
Ppp1cc	ENSMUSG00000004455
Ppp1r12b	ENSMUSG00000073557
Ppp1r15b	ENSMUSG00000046062
Ppp1r16b	ENSMUSG00000037754
Ppp1r1c	ENSMUSG00000034683
Ppp1r26	ENSMUSG00000035829
Ppp1r3d	ENSMUSG00000049999
Ppp1r3f	ENSMUSG00000039556
Ppp1r7	ENSMUSG00000026275
Ppp1r8	ENSMUSG00000028882
Ppp2r2c	ENSMUSG00000029120
Ppp2r5a	ENSMUSG00000026626
Ppp3ca	ENSMUSG00000028161
Ppp6c	ENSMUSG00000026753
Ppt1	ENSMUSG00000028657
Pptc7	ENSMUSG00000038582
Pqbp1	ENSMUSG00000031157
Pqlc2	ENSMUSG00000028744
Praf2	ENSMUSG00000031149
Pramef8	ENSMUSG00000046862
Pramef8	ENSMUSG00000097778
Prcc	ENSMUSG00000004895
Prdm11	ENSMUSG00000075028
Prdm12	ENSMUSG00000079466
Prdm16	ENSMUSG00000039410
Prdm2	ENSMUSG00000057637
Prdm8	ENSMUSG00000035456
Prdx1	ENSMUSG00000028691
Prdx4	ENSMUSG00000025289
Prdx6	ENSMUSG00000026701
Preb	ENSMUSG00000045302
Prelid3b	ENSMUSG00000016257
Prex1	ENSMUSG00000039621
Prex2	ENSMUSG00000048960
Prim2	ENSMUSG00000026134
Prkaa2	ENSMUSG00000028518
Prkab1	ENSMUSG00000029513
Prkab2	ENSMUSG00000038205
Prkacb	ENSMUSG00000005034
Prkag2	ENSMUSG00000028944
Prkci	ENSMUSG00000037643
Prkcq	ENSMUSG00000026778
Prkcz	ENSMUSG00000029053
Prkg2	ENSMUSG00000029334
Prkra	ENSMUSG00000002731
Prkrip1	ENSMUSG00000039737
Prkx	ENSMUSG00000035725
Prmt6	ENSMUSG00000049300
Prnp	ENSMUSG00000079037
Procr	ENSMUSG00000027611
Prokr2	ENSMUSG00000050558
Prom1	ENSMUSG00000029086
Proser1	ENSMUSG00000049504
Proser2	ENSMUSG00000045319
Prpf18	ENSMUSG00000039449
Prpf3	ENSMUSG00000015748
Prpf38a	ENSMUSG00000063800
Prpf38b	ENSMUSG00000027881
Prpf4	ENSMUSG00000066148
Prpf40a	ENSMUSG00000061136
Prpf6	ENSMUSG00000002455
Prps1	ENSMUSG00000031432
Prps2	ENSMUSG00000025742
Prr14l	ENSMUSG00000054280
Prrc2b	ENSMUSG00000039262
Prrc2c	ENSMUSG00000040225
Prrg1	ENSMUSG00000047996
Prrg3	ENSMUSG00000033361
Prss12	ENSMUSG00000027978
Prune1	ENSMUSG00000015711
Psd4	ENSMUSG00000026979
Psen2	ENSMUSG00000010609
Psip1	ENSMUSG00000028484
Psma5	ENSMUSG00000068749
Psma7	ENSMUSG00000027566
Psmb2	ENSMUSG00000028837
Psmb4	ENSMUSG00000005779
Psmb7	ENSMUSG00000026750
Psmc2	ENSMUSG00000028932
Psmc3	ENSMUSG00000002102
Psmd1	ENSMUSG00000026229
Psmd10	ENSMUSG00000031429
Psmd10	ENSMUSG00000116430
Psmd14	ENSMUSG00000026914
Psmd4	ENSMUSG00000005625
Psmd5	ENSMUSG00000026869
Psmd9	ENSMUSG00000029440
Psmf1	ENSMUSG00000032869
Psph	ENSMUSG00000029446
Ptafr	ENSMUSG00000056529
Ptbp2	ENSMUSG00000028134
Ptbp3	ENSMUSG00000028382
Ptchd1	ENSMUSG00000041552
Ptgds	ENSMUSG00000015090
Ptger3	ENSMUSG00000040016
Ptges	ENSMUSG00000050737
Ptges2	ENSMUSG00000026820
Ptgfr	ENSMUSG00000028036
Ptgfrn	ENSMUSG00000027864
Ptgr1	ENSMUSG00000028378
Ptma	ENSMUSG00000026238
Ptp4a1	ENSMUSG00000117310
Ptp4a1	ENSMUSG00000026064
Ptp4a2	ENSMUSG00000028788
Ptpa	ENSMUSG00000039515
Ptpn1	ENSMUSG00000027540
Ptpn11	ENSMUSG00000043733
Ptpn12	ENSMUSG00000028771
Ptpn13	ENSMUSG00000034573
Ptpn18	ENSMUSG00000026126
Ptpn3	ENSMUSG00000038764
Ptpn4	ENSMUSG00000026384
Ptpra	ENSMUSG00000027303
Ptprd	ENSMUSG00000028399
Ptprf	ENSMUSG00000033295
Ptprj	ENSMUSG00000025314
Ptprn	ENSMUSG00000026204
Ptprt	ENSMUSG00000053141
Ptpru	ENSMUSG00000028909
Ptrh1	ENSMUSG00000053746
Pum1	ENSMUSG00000028580
Pum1	ENSMUSG00000106966
Pus1	ENSMUSG00000029507
Pus7	ENSMUSG00000057541
Pusl1	ENSMUSG00000051557
Pxmp2	ENSMUSG00000029499
Pxmp4	ENSMUSG00000000876
Pxn	ENSMUSG00000029528
Pycr2	ENSMUSG00000026520
Pygb	ENSMUSG00000033059
Pygo2	ENSMUSG00000047824
Qdpr	ENSMUSG00000015806
Qser1	ENSMUSG00000074994
Qsox1	ENSMUSG00000033684
Qsox2	ENSMUSG00000036327
R3hdm1	ENSMUSG00000056211
Rab13	ENSMUSG00000027935
Rab14	ENSMUSG00000026878
Rab22a	ENSMUSG00000027519
Rab23	ENSMUSG00000004768
Rab28	ENSMUSG00000029128
Rab29	ENSMUSG00000026433
Rab2a	ENSMUSG00000047187
Rab33a	ENSMUSG00000031104
Rab33b	ENSMUSG00000027739
Rab35	ENSMUSG00000029518
Rab39b	ENSMUSG00000031202
Rab3b	ENSMUSG00000003411
Rab3gap1	ENSMUSG00000036104
Rab3gap2	ENSMUSG00000039318
Rab9	ENSMUSG00000079316
Rab9b	ENSMUSG00000043463
Rabepk	ENSMUSG00000070953
Rabgap1	ENSMUSG00000035437
Rabgap1l	ENSMUSG00000026721
Rabgef1	ENSMUSG00000025340
Rabggtb	ENSMUSG00000038975
Rabif	ENSMUSG00000042229
Rabl6	ENSMUSG00000015087
Rad23b	ENSMUSG00000028426
Rad51	ENSMUSG00000027323
Rad9b	ENSMUSG00000038569
Rae1	ENSMUSG00000027509
Rai2	ENSMUSG00000043518
Ralb	ENSMUSG00000004451
Ralgapa2	ENSMUSG00000037110
Ralgapb	ENSMUSG00000027652
Ralgds	ENSMUSG00000026821
Ralgps1	ENSMUSG00000038831
Ralgps2	ENSMUSG00000026594
Raly	ENSMUSG00000027593
Ralyl	ENSMUSG00000039717
Ran	ENSMUSG00000029430
Rap1a	ENSMUSG00000068798
Rap1gap	ENSMUSG00000041351
Rap1gds1	ENSMUSG00000028149
Rap2b	ENSMUSG00000036894
Rap2c	ENSMUSG00000050029
Rapgef1	ENSMUSG00000039844
Rapgef2	ENSMUSG00000062232
Rapgef4	ENSMUSG00000049044
Raph1	ENSMUSG00000026014
Rapsn	ENSMUSG00000002104
Rapsn	ENSMUSG00000111579
Rarres1	ENSMUSG00000049404
Rars2	ENSMUSG00000028292
Rasa4	ENSMUSG00000004952
Rasal2	ENSMUSG00000070565
Rasef	ENSMUSG00000043003
Rasgef1b	ENSMUSG00000089809
Rasgrp1	ENSMUSG00000027347
Rasl11b	ENSMUSG00000049907
Rassf5	ENSMUSG00000026430
Rb1cc1	ENSMUSG00000025907
Rbbp4	ENSMUSG00000057236
Rbbp5	ENSMUSG00000026439
Rbbp7	ENSMUSG00000031353
Rbbp9	ENSMUSG00000027428
Rbck1	ENSMUSG00000027466
Rbks	ENSMUSG00000029136
Rbm10	ENSMUSG00000031060
Rbm12	ENSMUSG00000089824
Rbm12b1	ENSMUSG00000046667
Rbm12b2	ENSMUSG00000052137
Rbm15	ENSMUSG00000048109
Rbm17	ENSMUSG00000037197
Rbm18	ENSMUSG00000026889
Rbm19	ENSMUSG00000029594
Rbm3	ENSMUSG00000031167
Rbm33	ENSMUSG00000048271
Rbm38	ENSMUSG00000027510
Rbm39	ENSMUSG00000027620
Rbm41	ENSMUSG00000031433
Rbm43	ENSMUSG00000036249
Rbm45	ENSMUSG00000042369
Rbm46	ENSMUSG00000033882
Rbm48	ENSMUSG00000040302
Rbm8a	ENSMUSG00000038374
Rbm8a2	ENSMUSG00000078184
Rbms1	ENSMUSG00000026970
Rbmx	ENSMUSG00000031134
Rbmx2	ENSMUSG00000031107
Rbpj	ENSMUSG00000039191
Rc3h1	ENSMUSG00000040423
Rc3h2	ENSMUSG00000075376
Rcan3	ENSMUSG00000059713
Rcc1	ENSMUSG00000028896
Rcc1l	ENSMUSG00000061979
Rcc2	ENSMUSG00000040945
Rchy1	ENSMUSG00000029397
Rcn1	ENSMUSG00000005973
Rcor3	ENSMUSG00000037395
Rcor3	ENSMUSG00000111452
Rcsd1	ENSMUSG00000040723
Rdh10	ENSMUSG00000025921
Reck	ENSMUSG00000028476
Rell1	ENSMUSG00000047881
Reln	ENSMUSG00000042453
Reps2	ENSMUSG00000040855
Rer1	ENSMUSG00000029048
Rere	ENSMUSG00000039852
Resp18	ENSMUSG00000033061
Rest	ENSMUSG00000029249
Retreg2	ENSMUSG00000049339
Rev1	ENSMUSG00000026082
Rexo4	ENSMUSG00000052406
Rfc1	ENSMUSG00000029191
Rfc2	ENSMUSG00000023104
Rfc5	ENSMUSG00000029363
Rfx5	ENSMUSG00000005774
Rfxap	ENSMUSG00000036615
Rgl1	ENSMUSG00000026482
Rgp1	ENSMUSG00000028468
Rgs12	ENSMUSG00000029101
Rgs16	ENSMUSG00000026475
Rgs19	ENSMUSG00000002458
Rgs2	ENSMUSG00000026360
Rgs20	ENSMUSG00000002459
Rgs3	ENSMUSG00000059810
Rgs4	ENSMUSG00000038530
Rgs5	ENSMUSG00000026678
Rgs7	ENSMUSG00000026527
Rgs8	ENSMUSG00000042671
Rhbdd1	ENSMUSG00000026142
Rhbdd2	ENSMUSG00000039917
Rheb	ENSMUSG00000028945
Rhoc	ENSMUSG00000002233
Rhof	ENSMUSG00000029449
Rhov	ENSMUSG00000034226
Rif1	ENSMUSG00000036202
Riiad1	ENSMUSG00000028139
Rilpl1	ENSMUSG00000029392
Rilpl2	ENSMUSG00000029401
Rimbp2	ENSMUSG00000029420
Rimkla	ENSMUSG00000048899
Rims1	ENSMUSG00000041670
Rims1	ENSMUSG00000111628
Rims3	ENSMUSG00000032890
Rims4	ENSMUSG00000035226
Rin2	ENSMUSG00000001768
Rint1	ENSMUSG00000028999
Ripk2	ENSMUSG00000041135
Rit1	ENSMUSG00000028057
Rita1	ENSMUSG00000029600
Rlf	ENSMUSG00000049878
Rlim	ENSMUSG00000056537
Rmdn1	ENSMUSG00000028229
Rmdn3	ENSMUSG00000070730
Rnasel	ENSMUSG00000066800
Rnd3	ENSMUSG00000017144
Rnf10	ENSMUSG00000041740
Rnf11	ENSMUSG00000028557
Rnf113a1	ENSMUSG00000036537
Rnf114	ENSMUSG00000006418
Rnf115	ENSMUSG00000028098
Rnf128	ENSMUSG00000031438
Rnf13	ENSMUSG00000036503
Rnf149	ENSMUSG00000048234
Rnf152	ENSMUSG00000047496
Rnf19b	ENSMUSG00000028793
Rnf2	ENSMUSG00000026484
Rnf20	ENSMUSG00000028309
Rnf207	ENSMUSG00000058498
Rnf208	ENSMUSG00000044628
Rnf220	ENSMUSG00000028677
Rnf24	ENSMUSG00000048911
Rnf25	ENSMUSG00000026171
Rnf32	ENSMUSG00000029130
Rnf34	ENSMUSG00000029474
Rnf38	ENSMUSG00000035696
Rnf4	ENSMUSG00000029110
Rnft2	ENSMUSG00000032850
Rngtt	ENSMUSG00000028274
Rnpc3	ENSMUSG00000027981
Rnpep	ENSMUSG00000041926
Rnpepl1	ENSMUSG00000026269
Romo1	ENSMUSG00000067847
Rp2	ENSMUSG00000060090
Rpa2	ENSMUSG00000028884
Rpap1	ENSMUSG00000034032
Rpap2	ENSMUSG00000033773
Rpe	ENSMUSG00000026005
Rpf1	ENSMUSG00000028187
Rpgr	ENSMUSG00000031174
Rph3a	ENSMUSG00000029608
Rpl10	ENSMUSG00000008682
Rpl11	ENSMUSG00000059291
Rpl12	ENSMUSG00000038900
Rpl22	ENSMUSG00000028936
Rpl22l1	ENSMUSG00000039221
Rpl31	ENSMUSG00000073702
Rpl34	ENSMUSG00000062006
Rpl35	ENSMUSG00000062997
Rpl36a	ENSMUSG00000079435
Rpl37a	ENSMUSG00000046330
Rpl39	ENSMUSG00000079641
Rpl5	ENSMUSG00000058558
Rpl6	ENSMUSG00000029614
Rpl7	ENSMUSG00000043716
Rpl7a	ENSMUSG00000062647
Rpl9	ENSMUSG00000047215
Rplp0	ENSMUSG00000067274
Rpn2	ENSMUSG00000027642
Rpp25l	ENSMUSG00000036114
Rpp38	ENSMUSG00000049950
Rprd1b	ENSMUSG00000027651
Rprd2	ENSMUSG00000028106
Rprm	ENSMUSG00000075334
Rps20	ENSMUSG00000028234
Rps21	ENSMUSG00000039001
Rps27	ENSMUSG00000090733
Rps3a1	ENSMUSG00000028081
Rps4x	ENSMUSG00000031320
Rps6	ENSMUSG00000028495
Rps6ka1	ENSMUSG00000003644
Rps6ka3	ENSMUSG00000031309
Rps6ka6	ENSMUSG00000025665
Rps6ka6	ENSMUSG00000116203
Rps6kc1	ENSMUSG00000089872
Rps8	ENSMUSG00000047675
Rpusd2	ENSMUSG00000027324
Rraga	ENSMUSG00000070934
Rragb	ENSMUSG00000041658
Rragc	ENSMUSG00000028646
Rragd	ENSMUSG00000028278
Rrbp1	ENSMUSG00000027422
Rrnad1	ENSMUSG00000004896
Rrp15	ENSMUSG00000001305
Rrs1	ENSMUSG00000061024
Rsbn1	ENSMUSG00000044098
Rsbn1l	ENSMUSG00000039968
Rspo1	ENSMUSG00000028871
Rspo4	ENSMUSG00000032852
Rsrc1	ENSMUSG00000034544
Rsrc2	ENSMUSG00000029422
Rsrp1	ENSMUSG00000037266
Rsu1	ENSMUSG00000026727
Rtca	ENSMUSG00000000339
Rtel1	ENSMUSG00000038685
Rtf1	ENSMUSG00000027304
Rtf2	ENSMUSG00000027502
Rtl4	ENSMUSG00000071679
Rtl5	ENSMUSG00000049191
Rtl8a	ENSMUSG00000067925
Rtl8a	ENSMUSG00000116103
Rtl8b	ENSMUSG00000067924
Rtl8b	ENSMUSG00000116363
Rufy3	ENSMUSG00000029291
Rundc3b	ENSMUSG00000040570
Runx1t1	ENSMUSG00000006586
Runx3	ENSMUSG00000070691
Rusc1	ENSMUSG00000041263
Rusc2	ENSMUSG00000035969
Rwdd3	ENSMUSG00000028133
Rxra	ENSMUSG00000015846
Rxrg	ENSMUSG00000015843
Ryr3	ENSMUSG00000057378
S100a1	ENSMUSG00000044080
S100a10	ENSMUSG00000041959
S100a11	ENSMUSG00000027907
S100a13	ENSMUSG00000042312
S100a16	ENSMUSG00000074457
S100a3	ENSMUSG00000001021
S100a4	ENSMUSG00000001020
S100a6	ENSMUSG00000001025
S100a7a	ENSMUSG00000063767
S100g	ENSMUSG00000040808
S100pbp	ENSMUSG00000040928
S1pr1	ENSMUSG00000045092
Sag	ENSMUSG00000056055
Samd10	ENSMUSG00000038605
Samd11	ENSMUSG00000096351
Samhd1	ENSMUSG00000027639
Sars	ENSMUSG00000068739
Sart3	ENSMUSG00000018974
Sass6	ENSMUSG00000027959
Sat1	ENSMUSG00000025283
Sbds	ENSMUSG00000025337
Sbno1	ENSMUSG00000038095
Sbspon	ENSMUSG00000032719
Scai	ENSMUSG00000035236
Scamp3	ENSMUSG00000028049
Scand1	ENSMUSG00000046229
Scarb1	ENSMUSG00000037936
Scarb2	ENSMUSG00000029426
Sccpdh	ENSMUSG00000038936
Scfd2	ENSMUSG00000062110
Scg2	ENSMUSG00000050711
Scg5	ENSMUSG00000023236
Schip1	ENSMUSG00000027777
Sclt1	ENSMUSG00000059834
Scly	ENSMUSG00000026307
Scmh1	ENSMUSG00000000085
Scn1a	ENSMUSG00000064329
Scn2a	ENSMUSG00000075318
Scn3a	ENSMUSG00000057182
Scn7a	ENSMUSG00000034810
Scn9a	ENSMUSG00000075316
Scnm1	ENSMUSG00000092607
Scp2	ENSMUSG00000028603
Scrn3	ENSMUSG00000008226
Scrt2	ENSMUSG00000060257
Scyl3	ENSMUSG00000026584
Sdad1	ENSMUSG00000029415
Sdc3	ENSMUSG00000025743
Sdc4	ENSMUSG00000017009
Sdcbp	ENSMUSG00000028249
Sdcbp2	ENSMUSG00000027456
Sdccag8	ENSMUSG00000026504
Sde2	ENSMUSG00000038806
Sdf4	ENSMUSG00000029076
Sdhaf4	ENSMUSG00000026154
Sdhb	ENSMUSG00000009863
Sdhc	ENSMUSG00000058076
Sdsl	ENSMUSG00000029596
Sec16a	ENSMUSG00000026924
Sec22b	ENSMUSG00000027879
Sec23b	ENSMUSG00000027429
Sec24b	ENSMUSG00000001052
Sec24d	ENSMUSG00000039234
Sec31a	ENSMUSG00000035325
Sec61a2	ENSMUSG00000025816
Sec61b	ENSMUSG00000053317
Sec62	ENSMUSG00000027706
Secisbp2l	ENSMUSG00000035093
Sel1l3	ENSMUSG00000029189
Selenof	ENSMUSG00000037072
Selenoh	ENSMUSG00000076437
Selenoi	ENSMUSG00000075703
Selenon	ENSMUSG00000050989
Selenot	ENSMUSG00000075700
Sema3c	ENSMUSG00000028780
Sema3d	ENSMUSG00000040254
Sema3e	ENSMUSG00000063531
Sema4a	ENSMUSG00000028064
Sema4c	ENSMUSG00000026121
Sema6c	ENSMUSG00000038777
Sema6d	ENSMUSG00000027200
Sephs1	ENSMUSG00000026662
Sepsecs	ENSMUSG00000029173
Serf2	ENSMUSG00000074884
Serinc2	ENSMUSG00000023232
Serinc3	ENSMUSG00000017707
Serp1	ENSMUSG00000027808
Serpinb5	ENSMUSG00000067006
Serpinb8	ENSMUSG00000026315
Serpine2	ENSMUSG00000026249
Serping1	ENSMUSG00000023224
Serpini1	ENSMUSG00000027834
Sertad4	ENSMUSG00000016262
Sertm1	ENSMUSG00000056306
Sesn2	ENSMUSG00000028893
Sestd1	ENSMUSG00000042272
Set	ENSMUSG00000054766
Setd1b	ENSMUSG00000038384
Setd7	ENSMUSG00000037111
Setdb1	ENSMUSG00000015697
Setx	ENSMUSG00000043535
Sez6l	ENSMUSG00000058153
Sf3a3	ENSMUSG00000028902
Sf3b1	ENSMUSG00000025982
Sf3b4	ENSMUSG00000068856
Sfn	ENSMUSG00000047281
Sfpq	ENSMUSG00000028820
Sfswap	ENSMUSG00000029439
Sft2d2	ENSMUSG00000040848
Sgcb	ENSMUSG00000029156
Sgip1	ENSMUSG00000028524
Sgk3	ENSMUSG00000025915
Sgms2	ENSMUSG00000050931
Sgms2	ENSMUSG00000116143
Sgo2a	ENSMUSG00000026039
Sgpp2	ENSMUSG00000032908
Sgsm1	ENSMUSG00000042216
Sh2b2	ENSMUSG00000005057
Sh2b3	ENSMUSG00000042594
Sh2d3c	ENSMUSG00000059013
Sh2d5	ENSMUSG00000045349
Sh3bgrl	ENSMUSG00000031246
Sh3bgrl3	ENSMUSG00000028843
Sh3bp4	ENSMUSG00000036206
Sh3d19	ENSMUSG00000028082
Sh3gl2	ENSMUSG00000028488
Sh3glb1	ENSMUSG00000037062
Sh3glb2	ENSMUSG00000026860
Sh3kbp1	ENSMUSG00000040990
Shc1	ENSMUSG00000042626
Shc4	ENSMUSG00000035109
Shf	ENSMUSG00000033256
Shh	ENSMUSG00000002633
Shisa4	ENSMUSG00000041889
Shox2	ENSMUSG00000027833
Shroom2	ENSMUSG00000045180
Shroom3	ENSMUSG00000029381
Shroom4	ENSMUSG00000068270
Siah1b	ENSMUSG00000040749
Siah2	ENSMUSG00000036432
Sigmar1	ENSMUSG00000036078
Sike1	ENSMUSG00000027854
Sirpa	ENSMUSG00000037902
Sirt4	ENSMUSG00000029524
Ski	ENSMUSG00000029050
Skida1	ENSMUSG00000054074
Skil	ENSMUSG00000027660
Slain2	ENSMUSG00000036087
Slamf1	ENSMUSG00000015316
Slbp	ENSMUSG00000004642
Slc10a3	ENSMUSG00000032806
Slc10a4	ENSMUSG00000029219
Slc10a6	ENSMUSG00000029321
Slc12a6	ENSMUSG00000027130
Slc15a4	ENSMUSG00000029416
Slc16a1	ENSMUSG00000032902
Slc16a2	ENSMUSG00000033965
Slc19a2	ENSMUSG00000040918
Slc1a2	ENSMUSG00000005089
Slc20a1	ENSMUSG00000027397
Slc22a15	ENSMUSG00000033147
Slc23a2	ENSMUSG00000027340
Slc24a2	ENSMUSG00000037996
Slc24a3	ENSMUSG00000063873
Slc24a5	ENSMUSG00000035183
Slc25a12	ENSMUSG00000027010
Slc25a14	ENSMUSG00000031105
Slc25a24	ENSMUSG00000040322
Slc25a25	ENSMUSG00000026819
Slc25a33	ENSMUSG00000028982
Slc25a40	ENSMUSG00000054099
Slc25a43	ENSMUSG00000037636
Slc25a44	ENSMUSG00000050144
Slc25a5	ENSMUSG00000016319
Slc25a51	ENSMUSG00000045973
Slc25a53	ENSMUSG00000044348
Slc26a7	ENSMUSG00000040569
Slc27a3	ENSMUSG00000027932
Slc27a4	ENSMUSG00000059316
Slc2a1	ENSMUSG00000028645
Slc2a6	ENSMUSG00000036067
Slc2a8	ENSMUSG00000026791
Slc30a1	ENSMUSG00000037434
Slc30a1	ENSMUSG00000110850
Slc30a4	ENSMUSG00000005802
Slc30a4	ENSMUSG00000111214
Slc30a7	ENSMUSG00000054414
Slc30a9	ENSMUSG00000029221
Slc31a1	ENSMUSG00000066150
Slc31a2	ENSMUSG00000066152
Slc33a1	ENSMUSG00000027822
Slc35a1	ENSMUSG00000028293
Slc35a2	ENSMUSG00000031156
Slc35a3	ENSMUSG00000027957
